Date,Close,Open,High,Low
2013-05-02,1468.2,1452.5,1472.1,1452.5
2013-05-03,1464.8,1475.0,1475.0,1461.1
2013-05-06,1468.6,1472.0,1475.4,1465.0
2013-05-07,1449.4,1467.6,1467.6,1444.0
2013-05-08,1474.3,1449.2,1474.5,1449.2
2013-05-09,1469.1,1472.4,1475.5,1456.8
2013-05-10,1437.0,1455.0,1461.0,1419.4
2013-05-13,1434.9,1442.1,1442.1,1427.3
2013-05-14,1425.1,1434.3,1442.5,1421.0
2013-05-15,1396.8,1426.9,1426.9,1391.0
2013-05-16,1387.5,1393.0,1394.8,1370.4
2013-05-17,1365.3,1384.1,1389.7,1357.4
2013-05-20,1384.8,1358.2,1397.0,1337.2
2013-05-21,1378.2,1392.2,1397.4,1359.7
2013-05-22,1367.9,1373.8,1413.0,1354.9
2013-05-23,1392.3,1369.5,1395.6,1357.4
2013-05-24,1387.0,1390.7,1396.8,1383.0
2013-05-27,1378.9,1386.3,1401.0,1372.1
2013-05-28,1379.3,1386.5,1401.4,1373.1
2013-05-29,1391.6,1380.1,1394.4,1379.2
2013-05-30,1412.0,1392.9,1417.7,1388.4
2013-05-31,1393.0,1412.9,1421.6,1384.2
2013-06-03,1411.9,1388.8,1416.5,1388.3
2013-06-04,1397.2,1411.2,1414.8,1388.1
2013-06-05,1398.5,1398.8,1410.3,1395.1
2013-06-06,1415.8,1401.8,1423.3,1391.2
2013-06-07,1383.0,1412.7,1417.7,1377.1
2013-06-10,1386.0,1383.0,1388.5,1375.1
2013-06-11,1377.0,1385.9,1387.2,1364.5
2013-06-12,1392.0,1377.7,1394.0,1372.2
2013-06-13,1377.8,1387.4,1394.4,1373.0
2013-06-14,1387.6,1384.8,1391.8,1377.8
2013-06-17,1383.1,1390.1,1391.4,1379.8
2013-06-18,1366.9,1384.3,1385.4,1360.2
2013-06-19,1374.0,1367.3,1376.0,1348.3
2013-06-20,1286.2,1351.2,1351.2,1275.4
2013-06-21,1292.0,1277.6,1301.7,1268.7
2013-06-24,1277.1,1296.3,1300.7,1275.1
2013-06-25,1275.1,1281.7,1289.0,1270.7
2013-06-26,1229.8,1277.0,1277.5,1221.0
2013-06-27,1212.1,1212.1,1212.1,1212.1
2013-06-28,1224.2,1201.5,1235.3,1183.9
2013-07-01,1256.3,1235.3,1260.1,1225.0
2013-07-02,1244.0,1264.7,1264.7,1241.2
2013-07-03,1252.5,1246.8,1258.0,1244.0
2013-07-04,1212.7,1252.7,1257.1,1206.9
2013-07-05,1213.3,1255.0,1255.0,1208.7
2013-07-08,1235.5,1222.1,1236.7,1216.3
2013-07-09,1246.5,1236.0,1259.0,1232.9
2013-07-10,1248.0,1248.4,1263.0,1244.4
2013-07-11,1280.4,1277.7,1297.0,1275.0
2013-07-12,1278.1,1286.2,1286.2,1268.1
2013-07-15,1284.0,1292.8,1293.3,1275.0
2013-07-16,1290.8,1279.4,1294.5,1277.9
2013-07-17,1277.8,1290.9,1298.3,1272.1
2013-07-18,1284.5,1274.6,1287.1,1274.6
2013-07-19,1293.2,1283.8,1296.2,1283.8
2013-07-22,1336.4,1297.4,1337.5,1297.4
2013-07-23,1334.9,1335.4,1347.4,1327.0
2013-07-24,1319.7,1344.8,1346.0,1314.0
2013-07-25,1329.0,1318.3,1337.2,1309.4
2013-07-26,1321.4,1334.7,1340.4,1312.0
2013-07-29,1328.8,1333.6,1338.1,1323.7
2013-07-30,1324.4,1327.4,1329.6,1316.6
2013-07-31,1312.6,1326.5,1339.4,1304.8
2013-08-01,1310.8,1324.0,1330.1,1306.6
2013-08-02,1310.3,1308.3,1317.4,1282.5
2013-08-05,1302.2,1311.6,1320.2,1296.6
2013-08-06,1282.6,1302.9,1305.9,1278.4
2013-08-07,1285.5,1281.9,1289.1,1272.1
2013-08-08,1310.1,1286.0,1313.8,1282.6
2013-08-09,1312.3,1311.5,1316.4,1304.8
2013-08-12,1334.3,1313.8,1343.6,1313.8
2013-08-13,1320.6,1335.6,1340.9,1318.0
2013-08-14,1333.6,1320.7,1336.1,1315.5
2013-08-15,1361.1,1335.4,1369.2,1318.2
2013-08-16,1371.0,1365.0,1379.1,1357.0
2013-08-19,1365.7,1376.0,1382.4,1362.2
2013-08-20,1372.6,1365.2,1377.2,1351.6
2013-08-21,1370.1,1370.4,1377.7,1359.6
2013-08-22,1370.7,1366.3,1381.2,1354.5
2013-08-23,1395.6,1375.8,1399.4,1367.8
2013-08-26,1393.0,1398.1,1406.9,1388.9
2013-08-27,1420.0,1404.8,1423.9,1395.6
2013-08-28,1418.5,1417.0,1432.9,1413.2
2013-08-29,1412.7,1412.7,1412.7,1412.7
2013-08-30,1395.9,1395.9,1395.9,1395.9
2013-09-02,1412.0,1394.0,1416.4,1373.6
2013-09-03,1411.8,1387.5,1415.9,1383.6
2013-09-04,1389.8,1388.5,1395.1,1386.8
2013-09-05,1372.8,1391.8,1392.2,1365.7
2013-09-06,1386.3,1371.6,1389.0,1371.6
2013-09-09,1386.5,1385.3,1389.0,1385.3
2013-09-10,1363.8,1371.9,1371.9,1359.8
2013-09-11,1363.6,1360.6,1365.3,1359.9
2013-09-12,1330.4,1360.4,1360.4,1320.6
2013-09-13,1308.4,1328.2,1328.8,1306.5
2013-09-16,1317.8,1328.6,1330.2,1307.7
2013-09-17,1309.4,1323.0,1323.0,1307.0
2013-09-18,1307.6,1302.8,1364.6,1285.0
2013-09-19,1369.4,1360.6,1374.8,1359.0
2013-09-20,1332.5,1368.0,1368.0,1325.9
2013-09-23,1327.0,1326.2,1330.6,1317.5
2013-09-24,1316.1,1326.2,1327.8,1309.8
2013-09-25,1336.0,1325.3,1337.7,1318.5
2013-09-26,1323.8,1334.0,1338.6,1319.4
2013-09-27,1339.2,1323.7,1345.2,1320.0
2013-09-30,1327.0,1343.5,1353.8,1322.0
2013-10-01,1286.1,1328.2,1337.8,1282.4
2013-10-02,1320.7,1287.5,1324.2,1276.9
2013-10-03,1317.6,1316.5,1322.8,1302.0
2013-10-04,1309.9,1317.4,1326.0,1305.1
2013-10-07,1325.1,1312.3,1329.5,1307.9
2013-10-08,1324.6,1323.0,1330.8,1315.4
2013-10-09,1307.2,1319.6,1323.3,1294.6
2013-10-10,1296.9,1307.0,1312.0,1281.0
2013-10-11,1268.2,1286.4,1294.8,1259.6
2013-10-14,1276.6,1275.5,1291.6,1268.4
2013-10-15,1273.2,1273.6,1287.7,1251.0
2013-10-16,1282.3,1281.4,1289.2,1268.6
2013-10-17,1323.0,1281.4,1324.2,1273.7
2013-10-18,1314.6,1318.8,1328.9,1311.2
2013-10-21,1315.8,1316.0,1323.9,1312.0
2013-10-22,1342.6,1315.5,1344.7,1309.5
2013-10-23,1334.0,1340.1,1342.2,1328.5
2013-10-24,1350.3,1332.5,1352.3,1330.2
2013-10-25,1352.5,1346.9,1356.4,1335.3
2013-10-28,1352.2,1352.7,1361.8,1346.1
2013-10-29,1345.5,1352.6,1360.4,1339.8
2013-10-30,1349.7,1349.7,1349.7,1349.7
2013-10-31,1324.1,1332.9,1332.9,1323.3
2013-11-01,1313.6,1325.0,1325.0,1317.2
2013-11-04,1315.1,1313.6,1315.6,1313.6
2013-11-05,1308.5,1316.5,1316.5,1308.6
2013-11-06,1318.2,1313.8,1320.9,1313.8
2013-11-07,1308.9,1319.2,1325.5,1298.1
2013-11-08,1285.1,1307.7,1309.5,1282.0
2013-11-11,1281.6,1287.0,1288.0,1281.8
2013-11-12,1271.7,1281.0,1284.3,1261.8
2013-11-13,1268.9,1269.2,1276.1,1268.2
2013-11-14,1286.8,1284.0,1293.8,1278.9
2013-11-15,1287.8,1287.5,1290.2,1282.7
2013-11-18,1272.7,1287.1,1288.3,1273.0
2013-11-19,1273.9,1275.0,1276.7,1271.3
2013-11-20,1258.4,1273.9,1273.9,1240.9
2013-11-21,1243.9,1246.5,1248.6,1236.8
2013-11-22,1244.3,1245.3,1248.4,1241.3
2013-11-25,1241.4,1241.5,1252.3,1228.4
2013-11-26,1241.4,1254.8,1255.8,1239.5
2013-11-27,1237.9,1241.1,1254.8,1235.5
2013-11-28,1250.4,1237.9,1254.5,1234.1
2013-11-29,1250.4,1237.9,1254.5,1234.1
2013-12-02,1221.9,1250.6,1251.2,1217.1
2013-12-03,1220.8,1219.5,1225.8,1214.6
2013-12-04,1247.2,1223.0,1251.5,1210.8
2013-12-05,1231.9,1243.1,1243.2,1216.3
2013-12-06,1229.0,1225.0,1245.0,1210.1
2013-12-09,1234.2,1229.9,1242.6,1224.6
2013-12-10,1261.1,1239.5,1267.5,1237.4
2013-12-11,1257.2,1261.0,1263.2,1250.6
2013-12-12,1224.9,1252.3,1256.5,1222.6
2013-12-13,1234.6,1226.1,1238.2,1219.5
2013-12-16,1244.4,1237.3,1251.7,1227.2
2013-12-17,1230.1,1239.5,1247.6,1226.5
2013-12-18,1235.0,1230.3,1244.0,1215.2
2013-12-19,1193.6,1217.8,1226.0,1186.0
2013-12-20,1203.7,1188.8,1206.9,1188.0
2013-12-23,1197.0,1202.5,1205.6,1191.8
2013-12-24,1203.3,1197.8,1205.1,1195.5
2013-12-26,1212.3,1203.8,1215.4,1200.5
2013-12-27,1214.0,1210.9,1218.9,1208.5
2013-12-30,1204.1,1204.1,1204.1,1204.1
2013-12-31,1202.6,1186.6,1211.6,1186.6
2014-01-02,1225.5,1212.1,1229.0,1212.1
2014-01-03,1239.0,1223.6,1239.5,1223.6
2014-01-06,1238.3,1237.4,1244.4,1234.1
2014-01-07,1229.9,1241.3,1242.0,1224.6
2014-01-08,1225.8,1229.3,1230.5,1219.1
2014-01-09,1229.7,1227.1,1231.0,1225.0
2014-01-10,1247.3,1229.7,1247.5,1229.7
2014-01-13,1251.5,1248.8,1254.8,1244.7
2014-01-14,1245.8,1252.5,1254.4,1241.8
2014-01-15,1238.6,1241.4,1241.8,1236.0
2014-01-16,1240.4,1239.5,1243.7,1236.8
2014-01-17,1252.1,1242.5,1253.7,1238.5
2014-01-20,1241.8,1252.5,1262.0,1235.1
2014-01-21,1241.8,1259.0,1259.0,1235.4
2014-01-22,1238.5,1241.8,1243.2,1235.8
2014-01-23,1262.3,1235.3,1265.0,1231.5
2014-01-24,1264.4,1264.2,1272.4,1257.5
2014-01-27,1263.5,1271.6,1279.2,1252.1
2014-01-28,1250.6,1257.4,1260.5,1249.5
2014-01-29,1262.2,1251.1,1269.8,1249.7
2014-01-30,1242.5,1267.2,1267.8,1237.5
2014-01-31,1239.8,1244.0,1254.8,1238.2
2014-02-03,1259.9,1242.0,1266.1,1240.4
2014-02-04,1251.2,1257.9,1260.7,1246.8
2014-02-05,1256.9,1254.2,1274.5,1251.8
2014-02-06,1257.2,1257.7,1267.5,1252.5
2014-02-07,1262.9,1256.9,1272.0,1255.5
2014-02-10,1274.7,1265.4,1277.8,1264.7
2014-02-11,1289.8,1274.2,1294.4,1273.5
2014-02-12,1295.0,1290.1,1296.4,1283.9
2014-02-13,1300.1,1290.8,1303.0,1286.2
2014-02-14,1318.6,1302.2,1321.5,1299.9
2014-02-17,1324.4,1318.6,1332.4,1312.3
2014-02-18,1324.4,1318.6,1332.4,1312.3
2014-02-19,1320.4,1322.0,1323.0,1308.9
2014-02-20,1316.9,1311.0,1325.3,1307.1
2014-02-21,1323.6,1323.0,1328.8,1315.9
2014-02-24,1338.0,1325.5,1339.2,1318.7
2014-02-25,1342.7,1336.4,1343.8,1331.2
2014-02-26,1328.0,1341.3,1345.6,1322.3
2014-02-27,1331.9,1331.9,1331.9,1331.9
2014-02-28,1321.7,1321.7,1325.8,1321.7
2014-03-03,1350.4,1343.0,1353.4,1340.7
2014-03-04,1338.2,1345.6,1345.6,1333.3
2014-03-05,1340.7,1335.7,1340.7,1333.5
2014-03-06,1352.2,1338.6,1352.6,1336.0
2014-03-07,1338.6,1350.4,1350.4,1332.3
2014-03-10,1341.9,1337.2,1343.6,1331.7
2014-03-11,1347.1,1341.5,1351.1,1338.8
2014-03-12,1370.7,1350.0,1370.7,1349.3
2014-03-13,1372.6,1366.0,1375.2,1365.8
2014-03-14,1379.2,1376.0,1387.4,1370.1
2014-03-17,1373.1,1385.8,1392.2,1363.1
2014-03-18,1359.1,1366.3,1367.5,1351.9
2014-03-19,1341.5,1357.7,1358.5,1328.6
2014-03-20,1330.7,1326.8,1334.2,1321.0
2014-03-21,1336.0,1329.8,1341.8,1329.8
2014-03-24,1311.2,1334.5,1335.0,1309.2
2014-03-25,1311.5,1309.2,1317.7,1307.7
2014-03-26,1303.5,1313.8,1316.4,1299.7
2014-03-27,1294.8,1305.0,1307.1,1290.1
2014-03-28,1294.3,1292.3,1299.4,1286.1
2014-03-31,1283.8,1295.0,1299.3,1282.7
2014-04-01,1280.0,1284.6,1288.4,1277.4
2014-04-02,1290.8,1279.6,1294.9,1278.9
2014-04-03,1284.6,1290.4,1294.2,1281.9
2014-04-04,1303.5,1286.6,1307.5,1284.4
2014-04-07,1298.3,1304.0,1304.8,1295.8
2014-04-08,1309.1,1296.8,1314.7,1296.8
2014-04-09,1305.9,1308.5,1315.5,1301.1
2014-04-10,1320.5,1311.9,1324.9,1311.0
2014-04-11,1319.0,1318.1,1324.2,1314.0
2014-04-14,1327.5,1321.0,1331.4,1318.7
2014-04-15,1300.3,1326.5,1328.4,1284.4
2014-04-16,1303.5,1303.2,1307.1,1293.5
2014-04-17,1293.9,1302.1,1304.4,1292.8
2014-04-21,1288.5,1294.9,1302.5,1281.8
2014-04-22,1281.1,1290.3,1293.1,1275.8
2014-04-23,1284.6,1284.0,1289.1,1280.8
2014-04-24,1290.6,1283.9,1299.0,1268.4
2014-04-25,1300.8,1293.8,1305.2,1290.4
2014-04-28,1299.0,1303.2,1306.6,1292.1
2014-04-29,1296.4,1296.4,1296.4,1296.4
2014-04-30,1296.0,1296.0,1296.0,1296.0
2014-05-01,1283.6,1288.9,1288.9,1279.0
2014-05-02,1303.1,1276.0,1304.0,1276.0
2014-05-05,1309.5,1306.3,1315.3,1306.3
2014-05-06,1308.8,1310.2,1310.2,1306.4
2014-05-07,1289.1,1310.6,1310.6,1288.0
2014-05-08,1287.9,1290.2,1294.6,1286.9
2014-05-09,1287.8,1289.6,1294.5,1286.4
2014-05-12,1295.9,1284.0,1303.4,1284.0
2014-05-13,1295.0,1293.7,1297.1,1290.5
2014-05-14,1306.1,1292.7,1307.7,1292.0
2014-05-15,1293.8,1305.3,1305.6,1294.0
2014-05-16,1293.5,1296.0,1296.0,1288.0
2014-05-19,1293.9,1301.1,1304.0,1293.0
2014-05-20,1294.7,1294.0,1296.5,1286.7
2014-05-21,1288.2,1295.1,1295.9,1284.0
2014-05-22,1295.1,1292.1,1303.4,1292.1
2014-05-23,1291.8,1295.2,1295.3,1287.0
2014-05-26,1265.5,1293.6,1294.8,1263.2
2014-05-27,1265.6,1291.0,1293.9,1263.3
2014-05-28,1259.6,1265.1,1267.1,1256.4
2014-05-29,1257.1,1258.9,1261.5,1251.4
2014-05-30,1246.0,1255.9,1260.6,1242.2
2014-06-02,1244.0,1250.5,1251.0,1241.1
2014-06-03,1244.5,1244.1,1247.9,1240.2
2014-06-04,1244.3,1244.9,1249.5,1242.8
2014-06-05,1253.3,1244.3,1257.9,1241.2
2014-06-06,1252.5,1253.7,1258.2,1245.7
2014-06-09,1253.9,1253.0,1257.3,1251.6
2014-06-10,1260.1,1252.7,1263.8,1250.1
2014-06-11,1261.2,1260.3,1265.5,1257.9
2014-06-12,1274.0,1261.1,1275.1,1260.0
2014-06-13,1274.1,1273.4,1278.1,1270.9
2014-06-16,1275.3,1276.8,1285.1,1270.5
2014-06-17,1272.0,1271.8,1273.5,1258.0
2014-06-18,1272.7,1272.1,1279.2,1266.5
2014-06-19,1314.1,1278.2,1322.0,1276.2
2014-06-20,1316.6,1320.3,1322.5,1307.1
2014-06-23,1318.4,1314.9,1319.2,1310.4
2014-06-24,1321.3,1318.1,1326.6,1314.5
2014-06-25,1322.6,1318.9,1325.6,1305.4
2014-06-26,1317.0,1318.7,1320.6,1306.8
2014-06-27,1320.1,1320.1,1320.1,1320.1
2014-06-30,1322.1,1315.6,1330.2,1313.8
2014-07-01,1326.7,1328.9,1330.1,1325.2
2014-07-02,1331.3,1326.1,1331.0,1322.6
2014-07-03,1321.1,1324.8,1325.1,1319.1
2014-07-04,1317.0,1321.4,1321.7,1312.1
2014-07-07,1317.6,1320.8,1318.7,1314.0
2014-07-08,1317.1,1320.8,1325.4,1315.3
2014-07-09,1325.0,1322.5,1333.0,1322.5
2014-07-10,1339.8,1328.8,1346.8,1328.8
2014-07-11,1338.0,1337.0,1340.0,1336.9
2014-07-14,1307.3,1341.0,1341.0,1305.7
2014-07-15,1297.7,1309.5,1314.0,1294.3
2014-07-16,1300.4,1295.7,1303.9,1295.7
2014-07-17,1317.5,1300.3,1324.7,1300.3
2014-07-18,1310.0,1321.7,1325.1,1307.4
2014-07-21,1314.5,1311.2,1319.1,1310.3
2014-07-22,1306.9,1312.6,1316.3,1303.6
2014-07-23,1305.3,1308.2,1312.0,1304.7
2014-07-24,1291.4,1304.9,1305.3,1288.6
2014-07-25,1304.0,1294.3,1309.2,1292.2
2014-07-28,1304.1,1305.9,1309.6,1302.4
2014-07-29,1299.0,1305.1,1312.1,1296.8
2014-07-30,1295.9,1300.1,1304.0,1292.2
2014-07-31,1281.9,1296.0,1297.8,1280.6
2014-08-01,1294.1,1283.6,1297.3,1280.5
2014-08-04,1288.3,1294.9,1295.5,1286.4
2014-08-05,1284.6,1288.5,1294.3,1282.6
2014-08-06,1307.4,1288.1,1310.2,1287.9
2014-08-07,1311.6,1306.3,1315.5,1302.3
2014-08-08,1310.1,1313.7,1323.1,1305.0
2014-08-11,1309.7,1310.0,1311.9,1305.6
2014-08-12,1309.8,1308.3,1318.3,1306.1
2014-08-13,1313.7,1308.6,1315.4,1305.3
2014-08-14,1314.9,1312.8,1320.8,1309.4
2014-08-15,1305.4,1312.8,1315.6,1292.4
2014-08-18,1298.5,1304.7,1304.7,1295.8
2014-08-19,1295.9,1298.7,1302.8,1294.1
2014-08-20,1294.3,1295.3,1298.0,1287.7
2014-08-21,1274.5,1291.1,1291.2,1272.6
2014-08-22,1279.3,1277.4,1282.9,1274.0
2014-08-25,1278.0,1279.3,1280.8,1274.1
2014-08-26,1284.3,1275.1,1290.6,1274.8
2014-08-27,1282.5,1280.9,1287.3,1280.3
2014-08-28,1289.9,1289.9,1289.9,1289.9
2014-08-29,1287.2,1291.1,1297.3,1290.1
2014-09-01,1265.0,1288.5,1290.9,1263.1
2014-09-02,1264.9,1264.7,1265.3,1264.1
2014-09-03,1270.0,1267.1,1268.0,1262.2
2014-09-04,1266.2,1273.3,1274.2,1261.0
2014-09-05,1266.9,1262.8,1272.4,1262.8
2014-09-08,1253.9,1268.3,1268.3,1268.3
2014-09-09,1248.0,1257.2,1257.7,1248.1
2014-09-10,1244.8,1251.4,1251.4,1244.8
2014-09-11,1238.3,1247.4,1250.0,1237.4
2014-09-12,1230.9,1232.8,1239.1,1228.6
2014-09-15,1234.5,1232.4,1235.8,1232.4
2014-09-16,1236.2,1233.0,1240.2,1232.4
2014-09-17,1235.4,1237.4,1238.7,1221.8
2014-09-18,1226.4,1220.0,1227.2,1218.9
2014-09-19,1216.0,1219.5,1224.6,1214.9
2014-09-22,1217.3,1215.9,1220.0,1211.7
2014-09-23,1221.5,1219.2,1235.6,1217.0
2014-09-24,1219.0,1222.9,1225.0,1216.4
2014-09-25,1221.5,1216.6,1224.7,1208.5
2014-09-26,1214.8,1227.7,1230.2,1212.5
2014-09-29,1218.8,1219.1,1223.9,1215.3
2014-09-30,1211.6,1215.7,1220.7,1204.3
2014-10-01,1215.5,1209.4,1220.0,1205.0
2014-10-02,1215.1,1213.4,1224.0,1209.1
2014-10-03,1192.9,1213.9,1215.7,1190.3
2014-10-06,1207.3,1192.0,1209.9,1183.3
2014-10-07,1212.4,1207.8,1214.1,1203.0
2014-10-08,1206.0,1209.8,1224.5,1205.1
2014-10-09,1225.3,1221.1,1234.0,1219.3
2014-10-10,1221.7,1224.0,1225.7,1217.6
2014-10-13,1230.0,1224.8,1238.0,1223.6
2014-10-14,1234.3,1237.3,1238.6,1231.1
2014-10-15,1244.8,1233.3,1250.3,1222.0
2014-10-16,1241.2,1242.2,1245.6,1235.2
2014-10-17,1239.0,1239.5,1242.1,1232.0
2014-10-20,1244.7,1239.1,1249.3,1234.9
2014-10-21,1251.7,1246.8,1255.6,1245.7
2014-10-22,1245.5,1248.9,1250.2,1240.7
2014-10-23,1229.1,1241.7,1244.9,1226.3
2014-10-24,1231.8,1233.5,1234.7,1228.7
2014-10-27,1229.3,1230.6,1232.1,1225.2
2014-10-28,1229.4,1225.8,1235.5,1222.2
2014-10-29,1224.9,1227.8,1230.4,1208.2
2014-10-30,1199.0,1199.0,1199.0,1199.0
2014-10-31,1172.0,1171.9,1174.9,1163.2
2014-11-03,1170.2,1168.8,1173.0,1166.8
2014-11-04,1168.1,1165.5,1171.2,1164.1
2014-11-05,1146.1,1169.2,1169.2,1138.8
2014-11-06,1142.9,1143.2,1146.8,1139.0
2014-11-07,1170.2,1140.9,1175.0,1133.6
2014-11-10,1160.2,1177.9,1178.0,1147.5
2014-11-11,1163.5,1152.3,1172.0,1149.3
2014-11-12,1159.5,1162.6,1165.2,1157.4
2014-11-13,1161.9,1160.9,1167.2,1153.9
2014-11-14,1185.9,1160.1,1193.1,1148.3
2014-11-17,1183.8,1182.8,1192.8,1181.8
2014-11-18,1197.4,1185.2,1204.2,1185.2
2014-11-19,1194.2,1194.7,1201.2,1175.0
2014-11-20,1191.1,1181.8,1196.2,1178.4
2014-11-21,1198.0,1193.3,1207.0,1188.0
2014-11-24,1196.2,1201.4,1203.5,1193.2
2014-11-25,1197.5,1198.3,1202.8,1189.9
2014-11-26,1197.5,1201.6,1201.6,1194.6
2014-11-27,1175.5,1197.8,1199.3,1163.9
2014-11-28,1175.5,1197.8,1199.3,1163.9
2014-12-01,1218.1,1159.4,1221.0,1141.7
2014-12-02,1199.4,1212.6,1212.6,1191.4
2014-12-03,1208.7,1197.6,1215.0,1193.5
2014-12-04,1207.7,1209.3,1213.5,1201.1
2014-12-05,1190.4,1205.9,1208.5,1186.4
2014-12-08,1194.9,1191.2,1209.3,1187.3
2014-12-09,1232.0,1203.8,1239.0,1199.5
2014-12-10,1229.4,1231.2,1238.9,1225.2
2014-12-11,1225.6,1226.2,1233.4,1216.4
2014-12-12,1222.5,1227.9,1228.9,1214.8
2014-12-15,1207.7,1222.0,1225.0,1191.3
2014-12-16,1194.3,1195.4,1223.9,1187.8
2014-12-17,1194.5,1195.3,1203.1,1182.0
2014-12-18,1194.8,1189.4,1213.9,1188.5
2014-12-19,1196.0,1198.0,1201.5,1193.2
2014-12-22,1179.8,1196.0,1203.6,1170.7
2014-12-23,1178.0,1176.1,1184.9,1172.4
2014-12-24,1173.5,1176.8,1181.2,1172.7
2014-12-26,1195.3,1175.2,1199.1,1175.2
2014-12-29,1181.9,1194.9,1197.5,1178.6
2014-12-30,1200.8,1200.8,1200.8,1200.8
2014-12-31,1184.5,1199.1,1199.6,1199.0
2015-01-02,1186.6,1187.2,1193.3,1171.6
